Name,Slot,Weight,Special,DLC,Physical,Strike,Slash,Pierce,Magic,Fire,Lightning,Holy,Immunity,Robustness,Focus,Vitality,Poise,Power
Omenkiller Boots,Legs,4.4,Increases the damage of Omen Bairn and Regal Omen Bairn by 5%,0.0,24.51,22.28,20.3,20.3,32.47,27.27,43.62,40.0,40.2,17.17,27.1,26.85,9.0,2493.07
Queen's Leggings,Legs,2.0,,0.0,11.27,7.43,7.61,1.52,49.35,34.34,47.65,50.34,21.57,14.14,34.58,37.96,3.0,2067.51
Page Trousers,Legs,2.5,,0.0,16.67,14.85,11.68,11.68,46.75,35.86,48.99,50.34,23.53,13.13,41.12,40.74,5.0,2382.08
Preceptor's Trousers,Legs,3.9,,0.0,16.67,18.81,17.26,17.26,53.9,38.38,48.99,50.34,30.39,15.15,47.66,43.52,7.0,2636.18
Prisoner Trousers,Legs,2.0,,0.0,11.27,14.85,15.23,11.68,44.16,32.83,43.62,49.66,25.49,14.14,36.45,36.11,4.0,2181.36
Prophet Trousers,Legs,3.1,,0.0,14.71,16.83,17.26,15.23,49.35,36.87,48.32,52.41,25.49,14.14,43.93,47.22,3.0,2482.89
Radahn's Greaves,Legs,10.8,,0.0,52.94,42.57,53.81,51.27,50.0,40.91,48.32,53.1,36.27,61.62,24.3,22.22,20.0,4551.28
Radahn Soldier Greaves,Legs,6.6,,0.0,37.75,30.69,36.04,34.52,37.66,32.83,30.2,37.24,19.61,31.31,13.08,13.89,13.0,3145.7
Raging Wolf Greaves,Legs,6.3,,0.0,36.76,32.67,38.07,36.55,36.36,31.82,25.5,35.86,18.63,34.34,10.28,10.19,12.0,3118.73
Raya Lucarian Greaves,Legs,6.6,,0.0,36.27,30.69,39.09,37.56,40.26,31.31,26.85,34.48,19.61,34.34,13.08,12.96,13.0,3144.87
Rotten Duelist Greaves,Legs,7.3,Increases likelihood of being targeted by foes,0.0,36.27,30.69,39.09,36.04,40.26,32.83,38.93,42.76,34.31,35.35,14.02,13.89,13.0,3318.3
Sage Trousers,Legs,2.5,,0.0,16.67,14.85,15.23,7.61,49.35,35.86,48.99,52.41,21.57,13.13,36.45,37.96,4.0,2401.53
Sanguine Noble Waistcloth,Legs,2.5,,0.0,14.71,11.39,11.68,11.68,48.05,32.83,48.99,52.41,28.43,11.11,41.12,37.96,5.0,2300.43
Scaled Greaves,Legs,9.9,,0.0,45.1,39.6,48.73,46.7,50.0,40.91,49.66,53.1,34.31,51.52,22.43,22.22,20.0,4189.91
Snow Witch Skirt,Legs,3.1,,0.0,14.71,16.83,17.26,11.68,48.05,37.37,48.99,51.03,23.53,20.2,41.12,40.74,5.0,2461.37
Sorcerer Leggings,Legs,2.0,,0.0,11.27,14.85,15.23,1.52,47.4,35.86,45.64,49.66,23.53,7.07,36.45,34.26,3.0,2122.73
Traveler's Slops,Legs,2.5,,0.0,14.71,14.85,11.68,7.61,47.4,36.87,47.65,50.34,33.33,13.13,38.32,36.11,5.0,2330.43
Traveling Maiden Boots,Legs,2.9,,0.0,15.2,17.33,17.77,12.18,50.0,37.37,50.34,53.1,28.43,15.15,43.93,47.22,6.0,2520.11
Twinned Greaves,Legs,7.3,,0.0,37.75,35.15,42.64,34.52,42.21,32.83,33.56,40.0,19.61,34.34,12.15,31.48,13.0,3344.04
Warrior Greaves,Legs,4.8,,0.0,26.47,26.73,22.84,22.84,37.66,31.31,45.64,37.24,38.24,26.26,28.97,28.7,10.0,2753.19
Vagabond Knight Greaves,Legs,5.7,,0.0,36.27,28.71,34.52,32.99,32.47,29.29,30.2,31.03,19.61,34.34,12.15,12.04,12.0,2953.13
Veteran's Greaves,Legs,11.7,,0.0,52.94,48.51,54.82,51.27,50.0,40.91,48.99,52.41,38.24,56.57,27.1,26.85,22.0,4587.43
White Reed Greaves,Legs,5.1,,0.0,26.47,28.71,32.99,25.38,40.26,31.31,45.64,40.0,40.2,26.26,31.78,28.7,10.0,2914.41
Zamor Legwraps,Legs,5.1,,0.0,31.86,24.75,34.52,29.44,29.22,22.73,20.13,27.59,10.78,37.37,0.0,6.48,10.0,2579.84
Drake Knight Greaves,Legs,5.7,,0.0,31.86,26.73,34.52,32.99,37.66,32.83,33.56,40.0,15.69,29.29,12.15,12.04,11.0,2947.46
Perfumer Sarong,Legs,2.5,,0.0,11.27,16.83,15.23,11.68,47.4,34.34,47.65,50.34,36.27,11.11,36.45,37.96,4.0,2285.62
Spellblade's Trousers,Legs,2.6,Strengthens magic and cold weapon skills by 2%,0.0,14.22,10.89,14.72,14.72,47.4,33.84,46.98,50.34,24.51,13.13,35.51,37.96,5.0,2303.1
Ronin's Greaves,Legs,5.7,,0.0,30.39,30.69,32.99,31.47,44.16,35.86,48.99,46.9,45.1,35.35,33.64,35.19,11.0,3308.03
Blaidd's Greaves,Legs,8.5,,0.0,41.18,36.14,42.64,44.67,42.21,36.87,41.61,46.9,23.53,39.39,14.95,14.81,17.0,3679.48
Night's Cavalry Greaves,Legs,7.9,,0.0,39.22,36.14,40.61,39.09,40.26,36.36,41.61,49.66,23.53,35.35,14.02,13.89,15.0,3538.3
Blue Silver Mail Skirt,Legs,5.5,,0.0,33.33,24.75,36.04,31.47,37.66,27.27,26.85,27.59,14.71,35.35,6.54,6.48,10.0,2814.55
Nomadic Merchant's Trousers,Legs,4.4,,0.0,22.06,24.75,20.3,19.29,35.06,27.27,36.24,34.48,34.31,20.2,41.12,26.85,8.0,2405.94
Tree Sentinel Greaves,Legs,11.7,,0.0,52.94,42.57,54.82,51.27,48.05,50.0,48.32,55.86,40.2,56.57,24.3,26.85,23.0,4635.19
Royal Knight Greaves,Legs,9.6,,0.0,45.1,41.09,51.27,48.73,52.6,38.38,47.65,51.03,30.39,41.41,20.56,20.37,14.0,4135.87
Nox Greaves,Legs,5.1,,0.0,26.47,28.71,27.41,25.38,46.1,34.34,45.64,40.0,38.24,26.26,28.97,28.7,10.0,2955.36
Shaman Leggings,Legs,3.1,,0.0,14.71,16.83,15.23,22.84,29.22,20.2,30.2,26.21,38.24,26.26,31.78,20.37,4.0,1959.53
Duelist Greaves,Legs,7.3,,0.0,39.22,35.15,40.61,37.56,37.66,34.34,36.24,42.76,28.43,31.31,14.02,13.89,14.0,3387.25
Fire Prelate Greaves,Legs,15.3,,0.0,54.41,48.51,53.81,53.81,50.0,58.08,49.66,52.41,40.2,39.39,52.34,28.7,27.0,4743.84
Aristocrat Boots,Legs,2.9,,0.0,21.08,23.76,21.83,21.83,23.38,19.19,28.86,24.83,28.43,21.21,21.5,17.59,7.0,2061.06
Old Aristocrat Shoes,Legs,2.0,,0.0,16.67,16.83,15.23,17.26,29.22,25.25,30.2,23.45,21.57,15.15,15.89,18.52,2.0,1862.62
Vulgar Militia Greaves,Legs,5.1,,0.0,26.47,30.69,29.44,25.38,40.26,31.31,43.62,42.76,43.14,24.24,31.78,31.48,10.0,2914.1
Godskin Noble Trousers,Legs,2.5,,0.0,11.27,22.28,15.23,11.68,46.75,32.83,45.64,53.1,23.53,14.14,36.45,37.96,6.0,2296.85
Depraved Perfumer Trousers,Legs,4.3,,0.0,19.12,19.31,18.78,16.75,50.65,37.88,48.99,51.72,45.1,15.15,37.38,53.7,7.0,2726.63
Old Sorcerer's Legwraps,Legs,2.5,,0.0,16.67,7.43,17.26,7.61,52.6,34.34,48.32,50.34,23.53,13.13,36.45,40.74,4.0,2364.5
War Surgeon Trousers,Legs,4.2,,0.0,19.12,21.78,24.87,19.8,34.42,28.79,40.94,39.31,32.35,23.23,21.5,28.7,8.0,2402.45
Royal Remains Greaves,Legs,6.6,Slowly replenishes HP when HP is reduced.,0.0,33.33,32.18,37.56,34.52,35.06,29.29,30.2,34.48,21.57,35.35,14.02,6.48,12.0,2996.27
Malenia's Greaves,Legs,5.7,,0.0,34.8,26.73,37.56,32.99,29.22,27.27,25.5,42.76,30.39,26.26,10.28,10.19,11.0,2906.4
Fingerprint Greaves,Legs,6.6,,0.0,37.75,33.66,34.52,34.52,35.06,36.36,25.5,37.24,19.61,37.37,6.54,12.96,14.0,3173.51
Omen Greaves,Legs,14.3,,0.0,51.96,42.57,54.82,54.82,48.05,41.92,57.05,54.48,40.2,39.39,32.71,43.52,25.0,4513.3
Battlemage Legwraps,Legs,2.5,,0.0,14.71,16.83,11.68,15.23,48.05,34.34,47.65,49.66,25.49,14.14,36.45,40.74,6.0,2368.97
Traveler's Boots,Legs,3.1,,0.0,18.63,16.83,15.23,15.23,50.0,36.87,49.66,49.66,23.53,15.15,43.93,43.52,6.0,2561.03
Gold Waistwrap,Legs,4.4,,0.0,19.61,18.81,19.29,15.23,49.35,37.37,51.01,55.86,34.31,15.15,52.34,51.85,7.0,2728.5
Leather Boots,Legs,4.4,,0.0,22.06,26.73,22.84,25.38,35.06,27.27,38.93,40.0,36.27,22.22,24.3,28.7,7.0,2543.4
Godrick Soldier Greaves,Legs,6.6,,0.0,36.27,32.18,37.56,36.04,37.66,31.31,30.2,37.24,19.61,34.34,13.08,12.96,13.0,3143.99
Leyndell Soldier Greaves,Legs,6.6,,0.0,36.27,33.66,36.04,37.56,35.06,29.29,33.56,37.24,19.61,34.34,13.08,12.96,13.0,3127.95
Mausoleum Greaves,Legs,6.6,,0.0,36.27,30.69,39.09,36.04,37.66,29.29,33.56,40.0,19.61,31.31,13.08,12.04,14.0,3139.6
Cuckoo Knight Greaves,Legs,7.3,,0.0,37.75,32.18,42.64,39.09,46.1,34.34,33.56,40.0,19.61,35.35,14.02,13.89,14.0,3401.18
Leyndell Knight Greaves,Legs,7.3,,0.0,37.75,35.15,39.09,39.09,37.66,32.83,38.93,42.76,21.57,35.35,14.02,13.89,14.0,3352.64
Redmane Knight Greaves,Legs,7.3,,0.0,37.75,32.18,39.09,36.04,40.26,36.87,36.24,42.76,21.57,34.34,14.02,13.89,14.0,3351.37
Mausoleum Knight Greaves,Legs,7.3,,0.0,37.75,32.18,42.64,37.56,40.26,32.83,38.93,44.83,21.57,34.34,14.02,12.96,15.0,3374.99
Haligtree Knight Greaves,Legs,7.3,,0.0,37.75,35.15,39.09,39.09,37.66,32.83,36.24,44.83,21.57,35.35,14.02,13.89,13.0,3353.68
